title,company,description,location,requirements,technologies,salary,modality,languages,contract_type,error,link
Desarrollador/a Full Stack,"Datatech Business Solutions, sl","Se necesita incorporar en entidad financiera un perfil desarrollador full stack. Imprescindible: - Back end: al menos 3 años de experiencia en desarrollo JAVA en modo de microservicios - Front end: al menos 3 años de experiencia en Angular o React. Desarrollo profesional, buenas condiciones económicas y estabilidad laboral.",Madrid,Experiencia mínima: Al menos 4 años. Conocimientos necesarios: Full-stack.,"JAVA, microservicios, Angular, React",,Híbrido,,"Contrato indefinido, jornada completa",False,https://www.infojobs.net/madrid/desarrollador-full-stack/of-i9e992e8da94e8db77e8bff8e799a95?applicationOrigin=search-new&page=1&sortBy=RELEVANCE
Fullstack Developer. Teletrabajo,Second Window,"¡Te ofrecemos crecer con nosotros en una de nuestras unidades tecnológicas como Fullstack en una posición 100% Teletrabajo. Proyecto estable y a largo plazo para importante entidad financiera! ¿Qué Necesitamos? - Experiencia en Diseñar y desarrollar APIs RESTful utilizando Spring Boot y Node.js, optimizadas para operar en un entorno cloud AWS. - Optimizar el rendimiento de los servicios para garantizar su escalabilidad en entornos distribuidos - Desarrollar y mantener pruebas unitarias y de integración para el código del back end - Colaborar con el Full Stack Lead para definir estándares técnicos y resolver problemas complejos - Documentar servicio, arquitectura y decisiones técnicas relevantes.",Madrid,"Experiencia mínima: Al menos 4 años. Imprescindible residente en Provincia Puesto Vacante. Experiencia avanzada en desarrollo con Spring Boot y Node.js. Conocimientos sólidos de diseño de APIs RESTful en entornos distribuidos. Experiencia con bases de datos relaciones como PostgreSQL, incluyendo modelado de datos y optimización de consultas SQL. Familiaridad con arquitecturas basadas en microservicios desplegadas en AWS. Experiencia con sistemas de control de versiones y flujos CI/CD. Nivel de inglés: B2.","Node.js, API Rest, Spring Boot, PostgreSQL, SQL, Angular, Kubernetes, AWS",36000,Teletrabajo,Inglés - Avanzado,Indefinido,False,https://www.infojobs.net/madrid/fullstack-developer.-teletrabajo/of-ia6339ed6144174baa6ec3379a62b40?applicationOrigin=search-new&page=1&sortBy=RELEVANCE
Desarrollador/a Full Stack,"MelIT Technologies, S.L.","Buscamos un/a Desarrollador/a Full Stack para formar parte de nuestro equipo en Melit Technologies ubicado en Madrid. Si eres un apasionado/a de la tecnología y tienes experiencia desarrollando con Java y Angular, esta es tu oportunidad para formar parte de nuestro equipo. Trabajarás en proyectos innovadores, rodeado de un equipo dinámico y en constante aprendizaje.",Madrid,"Al menos 2 años de experiencia laboral demostrable como desarrollador. Conocimientos sólidos en desarrollo de aplicaciones web, en Java y Angular. Habilidades para trabajar en equipo y resolver problemas de manera eficiente. Deseable experiencia con Spring, bases de datos relacionales y APIs RESTful.","Java, Angular, Spring, RESTful API",,Híbrido,,"Contrato indefinido, jornada completa",False,https://www.infojobs.net/madrid/desarrollador-full-stack/of-i22e708facb42d2bafa7d425f7609ca?applicationOrigin=search-new&page=1&sortBy=RELEVANCE
Software Engineer,Technosylva,"Buscamos a una persona con foco en desarrollo Backend, pero con versatilidad técnica para colaborar también en otras áreas del stack (Frontend, bases de datos, pipelines). Te incorporarás a un equipo en plena transformación técnica y cultural, con el reto de construir, no solo integrarte, en un modelo de ingeniería más robusto, automatizado y sostenible. Estamos en una etapa de transición, combinando prácticas establecidas con nuevas iniciativas. Desde el primer día, aportarás en este proceso de cambio continuo. Valoramos experiencia real en prácticas como testing automatizado, revisiones de código, CI/CD y colaboración técnica.",León,"Experiencia mínima: Al menos 3 años. Buena base de programación y desarrollo de software, con criterio técnico más allá del framework o lenguaje concreto. Experiencia práctica en desarrollo de aplicaciones web, habiendo participado en proyectos reales y colaborativos. Conocimientos de bases de datos y SQL. Familiaridad con el desarrollo y consumo de APIs REST aplicando buenas prácticas de diseño. Haber trabajado con algún tipo de testing automatizado (unitario, integración, E2E...). Interés en automatización, integración y despliegue continuo.",".Net, Vue, TypeScript, RESTful API, CI/CD, Automatización de pruebas, Test-driven Development (TDD), Programación de sistemas, Full-stack",,Solo teletrabajo,Inglés - Avanzado,"Contrato indefinido, jornada completa",False,https://www.infojobs.net/leon/software-engineer/of-i0ce6cdd5a847218bd0a911c485e637?applicationOrigin=search-new&page=1&sortBy=RELEVANCE
Senior Full Stack Developer / Programador .NET,TRS STAFFING SOLUTIONS,"En TRS STAFFING SOLUTIONS buscamos un Senior Full Stack Developer / Programador .NET para trabajar con uno de nuestros clientes del sector Oil and Gas. Será responsable del diseño, desarrollo y mantenimiento de soluciones tecnológicas avanzadas, colaborando estrechamente con equipos multidisciplinarios del departamento de Licencias de Proceso y Tecnología.",Madrid,"Inglés alto, Mínimo 5 años de experiencia en desarrollo con C# y .NET Framework/.NET Core, Dominio de bases de datos relacionales: SQL Server y Oracle, Experiencia en desarrollo front-end con Windows Forms, Angular y/o Blazor, Conocimiento de Entity Framework, Dapper y APIs web (REST, SOAP), Experiencia con metodologías ágiles (Scrum, Kanban), Se valorará la experiencia en arquitecturas de microservicios, Conocimiento de herramientas de control de versiones como Git o TFS, Experiencia en entornos cloud (Azure, AWS), Conocimiento de Blazor MAUI o frameworks similares, Conocimiento de herramientas Hexagon y/o AVEVA.",".NET, C#, SQL Server, Oracle, Windows Forms, Angular, Blazor, Entity Framework, Dapper, REST, SOAP, Git, TFS, Azure, AWS, Blazor MAUI",,Híbrido,Inglés - Intermedio,"Contrato indefinido, jornada completa",False,https://www.infojobs.net/madrid/senior-full-stack-developer-programador-.net/of-ifc102194d147f6a40403b81d9f9d2a?applicationOrigin=search-new&page=1&sortBy=RELEVANCE
Desarrollador/a Full Stack,NAHUEL MOUNTAIN SL.,"¿Te gustaría formar parte de una empresa desde cero, donde tu voz se escuche, tus ideas importen y tu impacto se vea desde el primer día? En Nahuel Mountain SL, estamos creando algo grande desde sus cimientos. Somos una startup en fase inicial con una visión clara y ambiciosa: construir soluciones web innovadoras, escalables y centradas en el usuario.",Madrid,"Ingenieros/as informáticos/as con 4 a 5 años de experiencia, apasionados por el desarrollo web y las aplicaciones web modernas. Personas con mentalidad de crecimiento, que quieran involucrarse en todas las etapas del desarrollo y crecer junto al proyecto.","Full-stack, Programación de sistemas, Automatización de pruebas, Test-driven Development (TDD), CI/CD, Herramientas de pruebas de software, RESTful API, TypeScript, Desarrollo de software",23500,Híbrido,,Contrato indefinido,False,https://www.infojobs.net/madrid/desarrollador-full-stack/of-i4999e4bba94993b35f36ed647a071f?applicationOrigin=search-new&page=1&sortBy=RELEVANCE
Programador ABAP con experiencia en SAP BTP,Cibernos,"En Grupo Cibernos, estamos en búsqueda de un Programador ABAP con entre 3 y 5 años de experiencia, que cuente con conocimientos sólidos en entornos SAP S/4HANA y experiencia en desarrollo sobre la SAP Business Technology Platform (BTP).",Bilbao,"Entre 3 y 5 años de experiencia como programador ABAP. Experiencia en desarrollo en entornos SAP S/4HANA, utilizando: ABAP clásico y orientado a objetos, CDS Views, AMDP, OData, BAdIs. Conocimiento de ABAP RESTful Application Programming Model (RAP). Extensiones In-App y Side-by-Side. Experiencia en desarrollo sobre SAP BTP, incluyendo: Cloud Application Programming Model (CAP), Aplicaciones SAP Fiori/UI5, Despliegue en SAP BTP Cloud Foundry, Uso de herramientas como SAP Business Application Studio. Conocimientos de servicios como Destination, Workflow, Authentication, e Integration Suite. Experiencia integrando soluciones S/4HANA con aplicaciones en BTP.","ABAP, ABAP OO, BTP, SAP, Fiori, SAP UI5, CDS, S4, S/4HANA, Java",,Híbrido,,Contrato indefinido,False,https://www.infojobs.net/bilbao/programador-abap-con-experiencia-sap-btp/of-iab6aac3aa14439a31d2b0913f2e6cc?applicationOrigin=search-new&page=1&sortBy=RELEVANCE
"Senior Full Stack Developer - Hybrid, Madrid",UST España,"UST is looking for the very Top Talent...and we would be delighted if you were to join our family! More in detail, UST is a multinational company based in North America, certified as a Top Employer and Great Place to Work company with over 35.000 employees all over the world and a presence in more than 35 countries. We are leaders on digital technology services, and we provide large-scale technologic solutions to big companies. What are we looking for? For our specialized team, we are looking for a Senior Software Engineer, with at least 6 years of experience in the position. Work mode: Hybrid (3 days in the office, 2 days remote), Madrid (Spain)",Madrid,6-9+ years building and scaling distributed systems in agile/DevOps organizations. BS/MS in Computer Science (or equivalent industry experience).,"Java, Spring Boot, RESTful microservices, event-driven architectures, React, JavaScript/TypeScript, Kubernetes, Docker, Terraform",,Híbrido,"English C1, Spanish C2",Contrato indefinido,False,https://www.infojobs.net/madrid/senior-full-stack-developer-hybrid-madrid/of-ifbfd802d924fb785199572f87d050b?applicationOrigin=search-new&page=1&sortBy=RELEVANCE
Desarrollador/a Fullstack React/Python [Híbrido],PROFILE SOFTWARE SERVICES,"Desde Profile nos encontramos en búsqueda de un/a Desarrollador/a Fullstack para integrarse dentro del equipo de uno de nuestros clientes, en un proyecto híbrido en Barcelona. Con ilusión es como se cambian las cosas, y queremos contribuir a un futuro mejor gracias a la tecnología. Para conseguirlo no necesitamos héroes ni súper talentos, sino personas implicadas, motivadas, con muchas ganas de trabajar en equipo y de crecer dentro de este proyecto común que formamos todos/as.","Viladecans, Barcelona",Al menos 5-6 años de experiencia en desarrollo con React. Experiencia con NextJS. Experiencia en desarrollo back con Python. Experiencia construyendo UIs responsivas con Tailwind CSS. Experiencia trabajando con servicios de AWS. Experiencia o interés en trabajar con herramientas de IA. Interés en una modalidad híbrida en Barcelona (3 días oficina + 2 en remoto). Valorable certificado de discapacidad.,"Python, React, Next.js, Tailwind CSS, AWS",,Híbrido,,"Indefinido, jornada completa",False,https://www.infojobs.net/viladecans/desarrollador-fullstack-react-python-hibrido/of-i04ef7483a14ea4b03153696f3f109f?applicationOrigin=search-new&page=1&sortBy=RELEVANCE
"Programador/a Java Full-Stack (Spring Boot, Angular, BBDD)","Enova-IT Solutions, SL","Estamos buscando un/a Programador/a Java Full-Stack apasionado/a y con experiencia para unirse a nuestro equipo dinámico e innovador en San Sebastián de los Reyes (Madrid). Si te encanta desarrollar soluciones robustas y escalables, trabajar con tecnologías punteras y formar parte de un entorno colaborativo, ¡esta es tu oportunidad!","San Sebastián De Los Reyes, Madrid",• Experiencia mínima de 2 años como programador/a Java. • Sólidos conocimientos y experiencia práctica en el desarrollo con Java y el framework Spring Boot. • Experiencia demostrable en el desarrollo de front-ends con Angular (versiones 8 o superiores preferiblemente). • Experiencia trabajando con bases de datos relacionales y conocimiento de SQL. • Experiencia trabajando con al menos una base de datos NoSQL. • Conocimientos de control de versiones (preferiblemente Git). • Capacidad para trabajar de forma autónoma y en equipo. • Habilidades de resolución de problemas y pensamiento analítico. • Buena capacidad de comunicación.,"Java, Spring Boot, Angular, SQL, NoSQL, Git",27000,Presencial,Inglés - Intermedio,"Contrato indefinido, jornada completa",False,https://www.infojobs.net/san-sebastian-de-los-reyes/programador-java-full-stack-spring-boot-angular-bbdd/of-ib9ae0fc923412f98da48783a2579d2?applicationOrigin=search-new&page=1&sortBy=RELEVANCE
"Software Engineer Java, Kotlin, TypeScript/React | 100% Remoto",Knowmad Mood,"Ahora somos knowmad mood! Si tu objetivo es seguir creciendo profesionalmente junto a un equipo de alto nivel, con mucha experiencia trabajando en Java, ¡esta es tu oferta! Te damos la oportunidad de poder trabajar para un importante cliente. ¿Qué buscamos? Perfiles fullstack con experiencia en desarrollo web con Java, Kotlin, TypeScript/React en AWS además de Azure. knowmad mood es una compañía donde nos preocupamos por tu persona, tu felicidad, tu bienestar y tu salud. Apostamos por la formación y el desarrollo de carrera.",Sevilla,Experiencia mínima: Al menos 4 años. Estudios mínimos: Ciclo Formativo Grado Superior.,"Java, Kotlin, TypeScript, React, AWS, Azure",,100% Remoto,,"Contrato indefinido, jornada completa",False,https://www.infojobs.net/sevilla/software-engineer-java-kotlin-typescript-react-100-remoto/of-ib9b9099fab44a8a0d3309d2ad92218?applicationOrigin=search-new&page=2&sortBy=RELEVANCE
"¿Tienes experiencia con C/C++, Python o Git?","Bertrandt AG, Sucursal en España","¿Tienes experiencia con C/C++, Python o Git? ¿Quieres formar parte de una empresa líder en soluciones de ingeniería para automoción? En Bertrandt España ampliamos nuestro equipo de desarrollo de software y buscamos personas con talento, motivación y ganas de crecer profesionalmente. Somos una multinacional alemana innovadora con más de 500 empleados en España, y seguimos creciendo. En este puesto, desarrollarás software para funcionalidades avanzadas de sistemas de asistencia a la conducción (ADAS), colaborando con un gran fabricante del sector automoción. Participar en el desarrollo y validación de software para sistemas ADAS. Colaborar en proyectos internacionales con equipos multidisciplinares. Aplicar metodologías de desarrollo y herramientas como GitLab, Jira y diseño MBD. Resolver problemas técnicos y contribuir con ideas creativas para la mejora continua.",Valladolid,"Titulación en Ingeniería Informática, Electrónica, Telecomunicaciones, Mecatrónica, Matemáticas, Aeronáutica o similar. Experiencia en programación en C, C++ y Python. Conocimientos de herramientas como GitLab, Jira y diseño Model-Based Design (MBD). Nivel alto de inglés (oral y escrito) imprescindible. Se valorará conocimiento de francés. Alta capacidad de resolución de problemas, pensamiento analítico y creatividad. Habilidades de comunicación y trabajo en equipo.","C, C++, Python, GitLab, Jira, Model-Based Design (MBD)",,Presencial,"Inglés, Francés",Contrato indefinido,False,https://www.infojobs.net/valladolid/tienes-experiencia-con-c-c-python-git/of-i78babb394d488eaaa97ff6e70b74be?applicationOrigin=search-new&page=2&sortBy=RELEVANCE
Programador/a de software,TECHPOINT T.I.S.A.,"En Tisa TECHPOINT, S.L. (www.tisatechpoint.com), empresa especializada en soluciones tecnológicas para la gestión empresarial, buscamos incorporar un/a Desarrollador/a Full Stack con pasión por el desarrollo de software y orientación al cliente. Formarás parte de un equipo ágil y dinámico, contribuyendo directamente al desarrollo de nuestro sistema ERP propio, utilizado diariamente por empresas de distintos sectores.","Agüimes, Las Palmas","Mínimo 2 años de experiencia en desarrollo de software. Capacidad para trabajar en equipo, con buena comunicación y autonomía. Conocimientos sólidos en: Desarrollo de aplicaciones web, APIs RESTful, Bases de datos relacionales (SQL Server u otras).",".NET Core, Angular, SQL Server, Ionic, Kotlin",28000,Híbrido,,Contrato indefinido,False,https://www.infojobs.net/aguimes/programador-software/of-ic6591171da46d6aca4db92a58bfd61?applicationOrigin=search-new&page=2&sortBy=RELEVANCE
